,tweet_id,timestamp,source,name,doggo,floofer,pupper,puppo,tweet_link,ratings,tweet,jpg_url,frame_number,pred1,pred1_conf%,pred1_a_dog,pred2,pred2_conf%,pred2_a_dog,pred3,pred3_conf%,pred3_a_dog,favorite_count,retweet_count
0,892420643555336193,2017-08-01 16:23:56+00:00,Twitter for iphone,Phineas,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/MgUWQ76dJU,13/10,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. ,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,orange,0.0970486,False,orange,0.0858511,False,orange,0.07611,False,39467,8853
1,892177421306343426,2017-08-01 00:17:27+00:00,Twitter for iphone,Tilly,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/0Xxu71qeIV,13/10,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. ",https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Chihuahua,0.0906465,True,Chihuahua,0.0689569,True,33819,6514
2,891815181378084864,2017-07-31 00:18:03+00:00,Twitter for iphone,Archie,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/wUnZnhtVJB,12/10,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. ,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,Chihuahua,0.078253,True,Chihuahua,0.0313789,True,25461,4328
3,891689557279858688,2017-07-30 15:58:51+00:00,Twitter for iphone,Darla,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/tD36da7qLQ,13/10,This is Darla. She commenced a snooze mid meal. ,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,paper_towel,0.1702779999999999,False,paper_towel,0.1680859999999999,True,paper_towel,0.0408359,False,42908,8964
4,891327558926688256,2017-07-29 16:00:24+00:00,Twitter for iphone,Franklin,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/AtUZn91f7f,12/10,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. ",https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,True,basset,0.2257699999999999,True,basset,0.175219,True,41048,9774
5,891087950875897856,2017-07-29 00:08:17+00:00,Twitter for iphone,Unknown,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/kQ04fDDRmh,13/10,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. ,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake_Bay_retriever,0.425595,True,Chesapeake_Bay_retriever,0.116317,True,Chesapeake_Bay_retriever,0.0769021999999999,False,20562,3261
6,890971913173991426,2017-07-28 16:27:12+00:00,Twitter for iphone,Jax,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/Zr4hWfAs1H,13/10,Meet Jax. He enjoys ice cream so much he gets nervous around it. ,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.341703,True,Appenzeller,0.199287,True,Appenzeller,0.193548,False,12041,2158
7,890729181411237888,2017-07-28 00:22:40+00:00,Twitter for iphone,Unknown,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/v0nONBcwxq,13/10,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. ,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Pomeranian,0.1784059999999999,True,Pomeranian,0.0765069,True,56848,16716
8,890609185150312448,2017-07-27 16:25:51+00:00,Twitter for iphone,Zoey,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/9TwLuAGH0b,13/10,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. ,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish_terrier,0.4875739999999999,True,Irish_terrier,0.193054,True,Irish_terrier,0.118184,True,28226,4429
9,890240255349198849,2017-07-26 15:59:51+00:00,Twitter for iphone,Cassie,doggo,Unidentified,Unidentified,Unidentified,https://t.co/t1bfwz5S2A,14/10,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. ,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,Pembroke,0.451038,True,Pembroke,0.0292482,True,32467,7711
10,890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iphone,Koda,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/dVPW0B0Mme,13/10,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. ,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Samoyed,0.0138835,True,Samoyed,0.00816748,True,31166,7624
11,889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iphone,Bruno,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/u1XPQMl29g,13/10,This is Bruno. He is a service shark. Only gets out of the water to assist you. ,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,French_bulldog,0.151317,True,French_bulldog,0.0829811,False,28268,5156
12,889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iphone,Unknown,Unidentified,Unidentified,Unidentified,puppo,https://t.co/BxvuXk0UCm,13/10,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. ,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Pembroke,0.0273557,True,Pembroke,0.00463323,True,38818,8538
13,889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iphone,Ted,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/f8dEDcrKSR,12/10,This is Ted. He does his best. Sometimes that's not enough. But it's ok. ,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,French_bulldog,0.00212864,True,French_bulldog,0.00149818,True,27672,4735
14,889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iphone,Stuart,Unidentified,Unidentified,Unidentified,puppo,https://t.co/y70o6h3isq,13/10,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. ,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,True,golden_retriever,0.0138341,True,golden_retriever,0.00795775,True,15359,2321
15,889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iphone,Oliver,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/WpHvrQedPb,13/10,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. ,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,whippet,0.194742,True,whippet,0.0273507,True,25652,5637
16,888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iphone,Jim,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/chxruIOUJN,12/10,This is Jim. He found a fren. Taught him how to sit like the good boys. ,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,golden_retriever,0.1201839999999999,True,golden_retriever,0.1055059999999999,True,29611,4709
17,888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iphone,Zeke,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/HTQ77yNQ5K,13/10,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. ,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,golden_retriever,0.184172,True,golden_retriever,0.0734817,True,26080,4559
18,888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iphone,Ralphus,Unidentified,Unidentified,Unidentified,Unidentified,https://t.co/YnYAFCTTiK,13/10,This is Ralphus. He's powering up. Attempting maximum borkdrive. ,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Siberian_husky,0.166511,True,Siberian_husky,0.111411,True,20290,3732
